Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường 24, Quận Bình Thạnh",23.015800594187965,"Nhà hẻm, ngõ",140.0,4.0,3.0,3.0,,,Sổ hồng,29d343a7-bd11-4db3-9ba1-fb8d15745c3e,70714285.71428572
"Phường 13, Quận Phú Nhuận",22.610335486130307,"Nhà hẻm, ngõ",36.0,4.0,3.0,4.0,,,Sổ hồng,675c8cd9-426b-4581-ad90-9d03fc1f4381,183333333.33333334
"Phường 12, Quận Bình Thạnh",22.97455763565817,"Nhà hẻm, ngõ",75.0,4.0,3.0,3.0,,,Sổ hồng,e162239f-2b77-4e13-b158-ebc64c0d76e3,126666666.66666667
"Phường Tân Chánh Hiệp, Quận 12",21.690249683516313,"Nhà hẻm, ngõ",39.0,4.0,3.0,3.0,Tây,Tây,Sổ hồng,cfa4a64e-bc1b-4871-8c98-c39e8d94ceb2,67435897.43589744
"Phường Bình Hưng Hòa, Quận Bình Tân",21.406362682157905,"Nhà hẻm, ngõ",32.0,4.0,3.0,1.0,,,Sổ hồng,e37fe7a2-cd8a-49d0-9024-b367aad0383d,61875000.0
"Phường 12, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",42.0,4.0,3.0,1.0,Đông Nam,,Sổ hồng,50739da9-23ef-4e2c-af4e-6b66bfe797d3,175000000.0
"Phường 13, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",45.0,4.0,3.0,2.0,,,Sổ hồng,c9f31ade-c509-47f7-9db7-447b678a8383,34444444.44444445
"Phường 10, Quận Tân Bình",24.41214529108535,Nhà mặt tiền,92.0,4.0,3.0,5.0,,,Sổ hồng,158438c0-3928-466e-98c1-c4498f49d184,434782608.6956522
"Phường 12, Quận 5",23.526626217913552,Nhà mặt tiền,64.0,4.0,3.0,1.0,,,Sổ hồng,eb48167a-8595-492c-9bdf-ca092fa61918,257812500.0
"Phường 16, Quận Gò Vấp",22.096981416112605,"Nhà hẻm, ngõ",24.0,4.0,3.0,2.0,Tây,Tây,Sổ hồng,40d6c009-b2d2-4ea8-a481-c577d087100b,164583333.33333334
"Phường 3, Quận Gò Vấp",22.26228128529856,"Nhà hẻm, ngõ",54.0,4.0,3.0,1.0,,,Sổ hồng,f483d1a0-1f29-4116-8f8e-76c783c02094,86296296.2962963
"Phường 11, Quận 6",24.1244632186419,Nhà mặt tiền,232.3,4.0,3.0,1.0,Đông Nam,,Sổ hồng,2f834aa5-1657-455c-a269-7798f9cbcf73,129143349.11752044
"Phường 6, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",50.0,4.0,3.0,3.0,,,Sổ hồng,1b9a9941-c866-40e1-8de1-a932e3d7e08d,140000000.0
"Phường Hiệp Thành, Quận 12",22.2048703780979,"Nhà hẻm, ngõ",104.0,4.0,3.0,1.0,,,Sổ hồng,4018d079-dcb2-4722-aebf-b00c15a10b59,42307692.307692304
"Phường 13, Quận 6",22.56381547050263,Nhà mặt tiền,45.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,e6b21d80-9bb9-423f-85de-29770bc02db8,140000000.0
"Quận Bình Tân, TP.HCM",22.052989846842458,"Đất dự án, Khu dân cư",57.4,0.0,0.0,1.0,,,Sổ hồng,c788b136-4f25-4603-931e-1118655fd724,65853658.53658537
"TP. Thủ Đức - Quận 9, TP.HCM",22.547815129158746,"Đất dự án, Khu dân cư",100.0,0.0,0.0,1.0,Tây Bắc,,Sổ đỏ,c6a33d67-baca-4023-906d-df19cdbbfaeb,62000000.0
"Phường An Lạc, Quận Bình Tân",22.08424239033842,Đất thổ cư,58.0,0.0,0.0,1.0,,,Sổ hồng,f40b732b-350e-4c73-89cc-a32a86e5937c,67241379.31034483
"Phường Tây Thạnh, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",32.0,4.0,3.0,1.0,,,Sổ hồng,47a9284e-399b-4522-8c2e-64239066e443,48437500.0
"Phường 13, Quận Tân Bình",22.98502893552437,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,,,Sổ hồng,39471177-93e0-47f0-ac0b-44e004ec825c,184615384.6153846
"Phường Bình Trị Đông, Quận Bình Tân",21.406362682157905,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,Tây,Tây,Sổ hồng,2ceae2a6-ad60-48ab-8849-9d49e19270b3,30937500.0
"Phường 7, Quận Gò Vấp",22.920490414393743,"Nhà hẻm, ngõ",83.5,4.0,3.0,2.0,,,Sổ hồng,93b210f7-44c5-4e23-bba9-5c0132304e5e,107784431.13772455
"Xã Phú Xuân, Huyện Nhà Bè",22.045021677195397,"Nhà hẻm, ngõ",84.0,4.0,3.0,1.0,,,Sổ hồng,96ed2f68-5731-4fc9-8b9c-4a63443c2237,44642857.14285714
"Phường An Phú, TP. Thủ Đức - Quận 2",23.880266258139077,Nhà mặt tiền,119.0,4.0,3.0,4.0,,,Sổ hồng,75367383-d3fb-4a67-a53e-9c6ea1bac2cd,197478991.59663865
"Phường Tân Sơn Nhì, Quận Tân Phú",23.49585455924869,"Nhà hẻm, ngõ",120.0,4.0,3.0,1.0,Đông,,Sổ hồng,9c6ece76-b39d-4a10-bafc-d16c25ea399c,133333333.33333333
"Phường 24, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",22.0,4.0,3.0,1.0,,,Sổ hồng,bea561be-3d49-4163-b7e7-f20e1273bee7,120454545.45454545
"Phường 12, Quận 10",23.608066549848985,"Nhà hẻm, ngõ",95.0,4.0,3.0,1.0,,,Sổ hồng,0090eaf4-3ba4-4731-87a6-51883f18e10c,188421052.63157895
"Phường Tân Thuận Tây, Quận 7",23.53266853236915,"Nhà hẻm, ngõ",130.0,4.0,3.0,6.0,,,Sổ hồng,547d1d40-43bd-49c2-ab38-7551b4f9d909,127692307.69230771
"Phường 16, Quận Gò Vấp",23.585466717933024,Nhà mặt tiền,135.0,4.0,3.0,6.0,,,Sổ hồng,030f9f48-00b8-4239-9aee-bbe8e618e6c5,129629629.62962963
"Phường 3, Quận Phú Nhuận",21.59873457471698,"Nhà hẻm, ngõ",60.0,4.0,3.0,3.0,,,Sổ hồng,babd88a5-f81a-44b5-ae84-98ad08bf6923,40000000.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.815189137799294,"Nhà hẻm, ngõ",43.0,4.0,3.0,1.0,,,Sổ hồng,5e370098-5b00-418f-bdec-42f424982a23,69302325.58139534
"Phường 6, Quận Gò Vấp",22.802707378751247,"Nhà hẻm, ngõ",68.0,4.0,3.0,4.0,Tây Nam,Tây Nam,Sổ hồng,9b85bf15-3b9a-457f-8990-dcd611f45ddd,117647058.8235294
"Phường Tân Quý, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",45.7,4.0,3.0,1.0,,,Sổ hồng,3306b9c3-347d-4fc5-8615-063ea64a0bbd,33916849.01531728
"Phường 14, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",29.7,4.0,3.0,1.0,,,Sổ hồng,01bafabc-26bc-49e2-84bb-739895bdf02e,95959595.95959596
"Phường 13, Quận Tân Bình",21.961640068279536,"Nhà hẻm, ngõ",53.0,4.0,3.0,1.0,,,Sổ hồng,afc47ee7-2e00-4abe-8029-2ebaf4c46398,65094339.62264151
"Phường 7, Quận Tân Bình",24.411895259830143,Nhà mặt tiền,160.0,4.0,3.0,4.0,,,Sổ hồng,dd3c2d72-7264-462d-baed-71513bc1077f,249937500.0
"Phường 10, Quận Gò Vấp",22.463732011962353,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,,,Sổ hồng,9e8553de-7ac7-41f0-a6c0-a276acb701c4,89062500.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.193441682276887,Nhà mặt tiền,40.0,4.0,3.0,1.0,,,Sổ hồng,7acd307b-18ee-4890-901e-1f5e4dd1d506,108750000.0
"Phường 14, Quận Tân Bình",22.27082834587519,Đất thổ cư,41.9,0.0,0.0,1.0,,,Sổ hồng,c6dec522-8217-4aa9-bb5b-4ae1a74a5592,112171837.70883055
"Phường Tân Tạo, Quận Bình Tân",21.794849453569068,Đất thổ cư,51.2,0.0,0.0,1.0,,,Sổ hồng,025e4ae8-c52f-4837-8e7b-be60b3bf11c3,57031250.0
"Phường An Lạc, Quận Bình Tân",22.02345749928537,"Đất dự án, Khu dân cư",58.2,0.0,0.0,1.0,Nam,,Sổ hồng,1a4e39c2-b44c-4bc9-b912-a49d9f16942b,63058419.24398625
"Phường 12, Quận 10",23.641036569084743,"Nhà hẻm, ngõ",93.0,4.0,3.0,1.0,,,Sổ hồng,932b198a-c007-4d70-8a55-c499903533f2,198924731.1827957
"Huyện Củ Chi, TP.HCM",21.391095210034887,"Nhà hẻm, ngõ",100.0,4.0,3.0,1.0,Đông Nam,,Sổ hồng,2d8fe5bd-a31a-459a-b603-55e5f1535898,19500000.0
"Phường Thới An, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",46.5,4.0,3.0,2.0,,,Sổ đỏ,5bc3c2e4-b1a2-45c4-9871-50333abd35e2,53763440.86021505
"Phường 5, Quận Gò Vấp",22.515025306341133,Đất thổ cư,52.0,0.0,0.0,1.0,Đông Nam,,Sổ hồng,d117a795-ebdc-4f6e-afe2-d3677eeb6cf8,115384615.38461539
"Phường 7, Quận Phú Nhuận",21.365119723645122,"Nhà hẻm, ngõ",50.0,4.0,3.0,1.0,,,Sổ hồng,5019321d-b209-4ec2-bd67-cbcf66727387,38000000.0
"Phường Phú Thọ Hòa, Quận Tân Phú",22.802707378751247,"Nhà hẻm, ngõ",80.5,4.0,3.0,2.0,,,Sổ hồng,a4dce1d6-de67-4de1-bcc7-983b6b3954ac,99378881.98757765
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.146374171429983,"Nhà hẻm, ngõ",60.0,4.0,3.0,1.0,,,Sổ hồng,c0ed9f50-5de5-4ff7-b7ee-1eabd0bef25d,69166666.66666667
"Xã Phong Phú, Huyện Bình Chánh",23.54464472341515,Nhà mặt tiền,160.0,4.0,3.0,1.0,,,Sổ hồng,09b546df-aee4-4319-9267-3f5e5799d505,105000000.0
"Phường Đa Kao, Quận 1",24.05547034715733,Nhà mặt tiền,90.5,4.0,3.0,1.0,,,Sổ hồng,53027a36-9422-48a1-9c66-cf8450ce0cac,309392265.19337016
"Phường 15, Quận 8",23.12116110983569,"Nhà hẻm, ngõ",174.0,4.0,3.0,2.0,Tây Nam,Tây Nam,Sổ hồng,82cc28d0-25f9-4106-aec4-8a7717fadedc,63218390.8045977
"Phường 1, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",18.0,4.0,3.0,1.0,,,Sổ hồng,d2b41be6-2775-485f-8a70-89a2e0819aca,147222222.2222222
"Phường 7, Quận Bình Thạnh",23.264867830489695,Nhà mặt tiền,55.0,4.0,3.0,1.0,,,Sổ hồng,730aa872-fed0-435a-b7e6-95dc21897120,230909090.9090909
"Phường Tân Chánh Hiệp, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",40.0,4.0,3.0,2.0,Bắc,Bắc,Sổ hồng,bc1ef643-f737-4f1d-8a09-43e27570c955,62500000.0
"Phường Phạm Ngũ Lão, Quận 1",22.227343233944907,"Nhà hẻm, ngõ",48.0,4.0,3.0,1.0,,,Sổ hồng,70ecec74-75ab-405a-88ab-27eb4ebceb84,93750000.0
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",23.28821519448487,Nhà mặt tiền,210.0,4.0,3.0,1.0,Đông Nam,Đông Nam,Sổ hồng,d484d3d4-d7e2-4b9f-8314-561fecd3ea25,61904761.9047619
"Phường 12, Quận Bình Thạnh",22.428013929366653,"Nhà hẻm, ngõ",40.0,4.0,3.0,4.0,,,Sổ hồng,46e1cd10-abe7-4663-88a3-5b194daf7c66,137500000.0
"Thị Trấn Nhà Bè, Huyện Nhà Bè",22.15835036247383,"Nhà hẻm, ngõ",77.3,4.0,3.0,1.0,,,Sổ hồng,4f31edfa-420f-41cc-94ab-c929ca91a526,54333764.55368694
"Phường Phạm Ngũ Lão, Quận 1",22.096981416112605,"Nhà hẻm, ngõ",17.0,4.0,3.0,1.0,,,Sổ hồng,e791eb68-3588-483b-b515-53ad795b3c4f,232352941.17647058
"Phường 8, Quận 6",22.409664790701825,Nhà mặt tiền,26.3,4.0,3.0,1.0,,,Sổ hồng,a52b20cb-c53f-4b02-b34d-433cbc1ae7a2,205323193.9163498
"Phường 15, Quận Tân Bình",23.585466717933024,"Nhà hẻm, ngõ",259.0,4.0,3.0,2.0,,,Sổ hồng,ec5fd3ce-7f57-4e71-a4cd-8c7c15342a2e,67567567.56756757
"Xã Tân Thạnh Đông, Huyện Củ Chi",21.253894088596816,"Đất nông nghiệp, kho bãi",1.005,0.0,0.0,1.0,Đông Nam,,Sổ hồng,07ed03fe-c4b1-487b-bf7b-0bc83a5984c8,1691542288.557214
"Phường Tân Định, Quận 1",24.1244632186419,Nhà mặt tiền,99.5,4.0,3.0,5.0,Tây Bắc,Tây Bắc,Sổ hồng,e1f04d59-ea64-4940-98b2-e71b618c836c,301507537.68844223
"Xã Phước Kiển, Huyện Nhà Bè",22.33270374958051,Đất thổ cư,127.0,0.0,0.0,1.0,Đông,,Sổ hồng,b887c99a-05ee-4882-9d27-38db36e7a541,39370078.74015748
"Phường 8, Quận 10",23.074641094205127,"Nhà hẻm, ngõ",50.0,4.0,3.0,1.0,,,Sổ hồng,1c5b7574-5a42-4e43-bc5f-9b18b8a5f992,210000000.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.23177783101179,"Nhà hẻm, ngõ",75.0,4.0,3.0,1.0,,,Sổ hồng,429855df-6a52-4339-b379-0b211d59bf8d,60266666.666666664
"Phường 2, Quận 4",22.193441682276887,"Nhà hẻm, ngõ",22.0,4.0,3.0,2.0,,,Sổ hồng,f41219e7-2d75-4ec2-a74f-c8c9c6c3c260,197727272.72727272
"Phường 24, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",42.0,4.0,3.0,2.0,Đông,Đông,Sổ hồng,d80c0e98-0584-4676-a2fc-f9691969939e,166666666.66666666
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",22.98502893552437,"Nhà hẻm, ngõ",150.0,4.0,3.0,1.0,,,Sổ hồng,1ea2603e-0c00-401e-bd13-9225610e8486,64000000.0
"Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức",22.428013929366653,Đất thổ cư,122.0,0.0,0.0,1.0,Tây Bắc,,Sổ hồng,9c8c0bd5-280f-41c9-8c33-5b021a67b226,45081967.21311475
"Phường Tân Thuận Đông, Quận 7",20.809443534104894,Nhà mặt tiền,18.8,4.0,3.0,1.0,,,Sổ đỏ,34f5c586-90dd-4a7d-8cab-1be739c73cbc,57978723.404255316
"Phường Tây Thạnh, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",28.0,4.0,3.0,2.0,,,Sổ hồng,c07e2d5a-9b5a-4e62-aa81-a5cab2dc4853,55357142.85714286
"Phường Phú Thuận, Quận 7",24.278613898464396,Nhà mặt tiền,120.0,4.0,3.0,5.0,Tây,Tây,Sổ hồng,4258cd88-a295-4ea7-bd3d-2c4e934e090e,291666666.6666667
"Phường An Phú, TP. Thủ Đức - Quận 2",22.98502893552437,"Đất dự án, Khu dân cư",80.0,0.0,0.0,1.0,,,Sổ hồng,c1d87c5f-9075-4eba-8f63-375d077113f0,120000000.0
"Phường 14, Quận 10",21.8384074278936,"Nhà hẻm, ngõ",17.0,4.0,3.0,1.0,,Đông Bắc,Sổ hồng,eafa39d6-ec7c-4fb0-a55c-3d5b36fd71d9,179411764.70588234
"Huyện Hóc Môn, TP.HCM",22.86333200056033,Nhà mặt tiền,100.0,4.0,3.0,1.0,,,Sổ hồng,ffe86ac0-9bd6-4fe3-a7cf-c5f119faa4f5,85000000.0
"Phường 6, Quận Gò Vấp",22.64751448936653,Nhà mặt tiền,80.0,4.0,3.0,1.0,Nam,,Sổ hồng,5d5459cc-f4c6-4d0c-b23f-010e3c978924,85625000.0
"Phường 14, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",58.2,4.0,3.0,4.0,Tây,Đông,Sổ hồng,bfe25c3c-c716-4987-ab9d-1f71b6b85d9f,126288659.79381442
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",22.515025306341133,Nhà mặt tiền,50.0,4.0,3.0,1.0,,,Sổ hồng,5f500f83-135b-4947-bebb-0eb2d2f9b9d8,120000000.0
"Phường 7, Quận Bình Thạnh",22.97455763565817,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,Tây Bắc,Tây Bắc,Sổ hồng,d8cbd037-c8ed-4703-be5a-689424bc88f9,182692307.69230768
"Phường 9, Quận Tân Bình",23.074641094205127,"Nhà hẻm, ngõ",64.0,4.0,3.0,1.0,,,Sổ hồng,b9110d53-03d6-4238-9f0d-95a888565a72,164062500.0
"Phường Phú Thuận, Quận 7",22.59506801400185,Nhà mặt tiền,44.0,4.0,3.0,4.0,Nam,,Sổ hồng,5a53168e-3fdd-4b66-9c7f-5f5f50eab133,147727272.72727272
"Phường Tân Thới Hiệp, Quận 12",22.400362398041242,"Nhà hẻm, ngõ",105.0,4.0,3.0,3.0,,,Sổ hồng,ee9ca835-0368-423b-8086-caf110dd00f0,50952380.952380955
"Phường 14, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",52.0,4.0,3.0,1.0,,,Sổ hồng,53a81fe4-f635-4893-beed-a5a34d96e471,134423076.92307693
"Phường 11, Quận 5",22.802707378751247,"Nhà hẻm, ngõ",63.0,4.0,3.0,1.0,,,Sổ hồng,3682c117-cce7-4cc8-8877-0bdab5a3677e,126984126.98412699
"Quận 7, TP.HCM",23.942141661854613,Nhà mặt tiền,100.0,4.0,3.0,1.0,Nam,Nam,Sổ hồng,83ea4f45-e5bd-47c1-a96d-4ec9d5d22fe8,250000000.0
"Phường 1, Quận 6",22.73816885762201,"Nhà hẻm, ngõ",57.0,4.0,3.0,5.0,,,Sổ hồng,d2b035cd-3315-4310-b60b-8eff01d5cc28,131578947.36842105
"Phường 2, Quận Phú Nhuận",23.961944289150008,Nhà mặt tiền,129.0,4.0,3.0,1.0,,,Sổ hồng,a49eb5cd-f321-48f5-a2cc-57ef48f5d4a4,197674418.60465115
"Phường 9, Quận 3",23.102811971169178,"Nhà hẻm, ngõ",42.5,4.0,3.0,1.0,Đông,Đông,Sổ hồng,c868c493-85dc-457e-991e-727a0c4dbb62,254117647.05882353
"Xã Hiệp Phước, Huyện Nhà Bè",20.94640938906062,"Đất nông nghiệp, kho bãi",493.0,0.0,0.0,1.0,,,Sổ hồng,2cc2c794-cbb3-4c62-a807-04a287aa04d1,2535496.957403651
"Phường 10, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",38.5,4.0,3.0,1.0,,,Sổ hồng,136745e0-a7f2-4099-b7fa-c0763a7a4511,40259740.25974026
"Phường 9, Quận Phú Nhuận",21.70908263184231,"Nhà hẻm, ngõ",44.8,4.0,3.0,3.0,,,Sổ hồng,a213de4a-0e53-4219-a80f-c009a385835a,59821428.571428575
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",24.18900173977739,Nhà mặt tiền,152.0,4.0,3.0,3.0,,,Sổ hồng,17446243-a9b3-4686-a285-169459b36953,210526315.78947368
"Phường 11, Quận Bình Thạnh",23.85876005291904,Nhà mặt tiền,115.0,4.0,3.0,1.0,,,Sổ hồng,1d3c23d1-5f4c-46aa-98cf-e4bd1ecad9a5,200000000.0
"Phường 6, Quận 5",23.901319667336022,Nhà mặt tiền,136.0,4.0,3.0,1.0,,,Sổ hồng,65efe7b1-82cd-45d6-a000-7b566335e2d8,176470588.2352941
"Phường 5, Quận Tân Bình",22.86333200056033,"Nhà hẻm, ngõ",98.4,4.0,3.0,3.0,Đông Bắc,,Sổ hồng,a08c59fb-954c-4bd1-8375-f582acf79d5c,86382113.8211382
"Phường 13, Quận Tân Bình",23.66242775906492,Nhà mặt tiền,240.0,4.0,3.0,2.0,,,Sổ hồng,c22a6052-2f10-41e8-92d3-99d6c75704ab,78750000.0
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.22404112546496,Đất thổ cư,64.0,0.0,0.0,1.0,,,Sổ hồng,af4595a6-2e2e-4349-8705-d76fc32ca1e7,25781250.0
"Phường Thạnh Lộc, Quận 12",23.165612872402573,Nhà mặt tiền,507.0,4.0,3.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,1896d1af-933e-47ea-932d-34f3539382fa,22682445.759368837
"Phường 14, Quận 5",21.678777282358464,"Nhà hẻm, ngõ",83.0,4.0,3.0,1.0,,,Sổ hồng,0ce7c12f-dc11-47f7-9bd6-8fa71b885f51,31325301.204819277
"Xã Hiệp Phước, Huyện Nhà Bè",21.365119723645122,"Đất nông nghiệp, kho bãi",1.347,0.0,0.0,1.0,,,Sổ hồng,2454779c-76a8-4d59-9ed2-501af7cec293,1410541945.0631032
"Phường Bến Thành, Quận 1",24.29279853345595,Nhà mặt tiền,67.0,4.0,3.0,5.0,,,Sổ hồng,6be9b591-2e68-486e-83cd-df2c6420bb16,529850746.26865673
"Phường 12, Quận 10",23.79131877212654,"Nhà hẻm, ngõ",90.0,4.0,3.0,3.0,,,Sổ hồng,1bd73031-f992-4913-a50b-d3edc1052909,238888888.8888889
"Phường 13, Quận Tân Bình",23.61363759489813,"Nhà hẻm, ngõ",110.0,4.0,3.0,2.0,,,Sổ hồng,ab9b11d4-8942-4aaf-9200-444e1b4e46b1,163636363.63636363
"Phường Bình Hưng Hòa, Quận Bình Tân",21.690249683516313,"Nhà hẻm, ngõ",35.0,4.0,3.0,2.0,,,Sổ hồng,a7b05c4b-131e-43e2-8f42-d5c1b67c4219,75142857.14285715
"Phường Phạm Ngũ Lão, Quận 1",23.61363759489813,"Nhà hẻm, ngõ",48.8,4.0,3.0,4.0,Đông Bắc,Đông,Sổ hồng,cbace845-971f-4ff5-8ba4-7b2d7ce9c5e2,368852459.0163935
"Phường An Lạc A, Quận Bình Tân",22.547815129158746,"Nhà hẻm, ngõ",40.0,4.0,3.0,1.0,,,Giấy tờ hợp lệ,2b1c778c-e08f-48e5-9c55-abac6fbc9c47,155000000.0
"Phường 7, Quận Gò Vấp",23.32595552246487,Nhà mặt tiền,100.0,4.0,3.0,3.0,,,Sổ hồng,6c99aa3b-079e-4890-8f24-1a89367add6b,135000000.0
"Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức",22.045021677195397,"Nhà hẻm, ngõ",74.0,4.0,3.0,2.0,,,Sổ hồng,bf9bc6e6-fae3-4526-8d43-b356f80c16f4,50675675.675675675
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức",22.081674994833836,Nhà mặt tiền,60.0,4.0,3.0,4.0,Đông Bắc,,Sổ hồng,a7745d41-2d70-49ee-b556-dc0fa7142a03,64833333.333333336
"Phường An Phú Đông, Quận 12",21.917188305721876,Đất thổ cư,84.0,0.0,0.0,1.0,,,Sổ hồng,0c22eb05-3863-4466-8e87-d510b1a63afa,39285714.28571428
"Phường Bình Trị Đông, Quận Bình Tân",22.625373363492585,Nhà mặt tiền,80.0,4.0,3.0,1.0,,,Sổ hồng,73ff2ff9-348c-42e8-af53-d146154ea57f,83750000.0
"Phường 24, Quận Bình Thạnh",22.77738957077016,"Nhà hẻm, ngõ",70.0,4.0,3.0,2.0,,,Sổ hồng,e98f8d2f-911e-4f66-b523-a728011a95b8,111428571.42857143
"Phường 12, Quận 10",23.32595552246487,"Nhà hẻm, ngõ",89.0,4.0,3.0,1.0,,,Sổ hồng,df9397b3-6257-4155-be0d-586379b5eeb0,151685393.25842696
"TP. Thủ Đức - Quận 9, TP.HCM",23.652858308049275,"Đất dự án, Khu dân cư",238.0,0.0,0.0,1.0,Đông Bắc,,Sổ đỏ,72d616fd-6a50-4f36-b61b-2afa6443bc65,78655462.18487395
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức",21.411400476185324,"Nhà hẻm, ngõ",60.0,4.0,3.0,1.0,,,Sổ hồng,5f53ce1e-375b-40b2-a7a6-6986c39b3936,33166666.666666668
"Phường Tân Quy, Quận 7",24.219773398443195,Nhà mặt tiền,100.0,4.0,3.0,4.0,Đông Bắc,Đông,Sổ hồng,67f04737-a772-489d-8676-7c563c22f8d7,330000000.0
"Phường Tân Phú, TP. Thủ Đức - Quận 9",23.397414486441907,Nhà mặt tiền,220.7,4.0,3.0,1.0,Đông Bắc,,Sổ đỏ,c23f7332-ecb0-4f6b-a473-18a7c8f03d2a,65700045.31037608
"Xã Hiệp Phước, Huyện Nhà Bè",20.94640938906062,"Đất nông nghiệp, kho bãi",1.0,0.0,0.0,1.0,,,Sổ hồng,be6b8929-12f4-453b-9517-d347fc018287,1250000000.0
"Phường 3, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",35.0,4.0,3.0,1.0,,,Sổ hồng,186529d9-a368-4c1f-88b7-fa907dcadb39,44285714.28571428
"Phường 4, Quận 8",21.22404112546496,"Nhà hẻm, ngõ",33.8,4.0,3.0,1.0,,,Sổ đỏ,15fb03bc-b4d3-415f-b87f-9905c6af5223,48816568.04733728
"Phường 13, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",64.0,4.0,3.0,4.0,,,Sổ hồng,5273053a-31dc-4941-9909-eb7be3dc24b4,139062500.0
"Phường 13, Quận 5",22.972450153318828,"Nhà hẻm, ngõ",64.0,4.0,3.0,2.0,Đông Nam,,Sổ hồng,4e54128c-c880-4d64-950d-3e7699a5c091,148125000.0
"Phường 12, Quận Bình Thạnh",21.639556569220566,"Nhà hẻm, ngõ",38.5,4.0,3.0,1.0,,,Sổ hồng,247ba02b-d3e5-4312-8cd8-34b3ad8a937f,64935064.935064934
"Phường 11, Quận 5",23.85876005291904,Nhà mặt tiền,73.0,4.0,3.0,2.0,,,Sổ hồng,d4f3a347-f560-4bd6-b9b1-294619142c34,315068493.15068495
"Phường 11, Quận Bình Thạnh",22.29188175506859,"Nhà hẻm, ngõ",30.0,4.0,3.0,2.0,Đông Nam,,Sổ hồng,cec083bb-baa4-4f63-8ce5-42550b2af222,160000000.0
"Phường 5, Quận Bình Thạnh",23.208172486817745,"Nhà hẻm, ngõ",127.0,4.0,3.0,1.0,,,Sổ hồng,58b3e497-99fe-4a8e-a5ba-2df5babcbcdc,94488188.97637795
"Phường 14, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",90.0,4.0,3.0,3.0,,,Sổ hồng,ac3d012e-1cb3-431c-b69a-670470c04651,77222222.22222222
"Phường 1, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",53.7,4.0,3.0,1.0,,,Sổ hồng,d94d06e6-c894-4af8-83b9-1b9dbd28b050,49348230.91247672
"Phường 15, Quận 10",23.767788274717454,Nhà mặt tiền,89.0,4.0,3.0,2.0,,,Sổ hồng,e4a22d59-4f32-435f-9507-fca1af57c1ab,235955056.17977527
"Phường 3, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",15.0,4.0,3.0,2.0,Đông Nam,Đông Nam,Giấy tờ khác,99bb14d3-5430-48f0-bb78-52279f7d7152,132666666.66666667
"Phường Tân Phong, Quận 7",23.093509578507728,Nhà mặt tiền,65.0,4.0,3.0,2.0,Tây,Tây,Sổ hồng,55a78dd7-8cc7-4e1d-803f-b2b516a4f27d,164615384.6153846
"Phường Thạnh Lộc, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",61.3,4.0,3.0,1.0,,,Sổ hồng,a389b47e-902c-4b59-899a-0edef0325025,40783034.257748775
