Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,ID,Price_per_m2
"Phường Hiệp Thành, Quận 12",22.2048703780979,"Nhà hẻm, ngõ",104.0,7.0,7.0,1.0,unknown,unknown,Sổ hồng,12dbf7a6-f15f-4325-833e-518210ca53f2,42307692.307692304
"Phường 13, Quận 6",22.56381547050263,Nhà mặt tiền,45.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,99ac2efa-a835-4df8-abbe-76493b14919d,140000000.0
"Quận Bình Tân, TP.HCM",22.052989846842458,"Đất dự án, Khu dân cư",57.4,0.0,0.0,1.0,unknown,unknown,Sổ hồng,3bdee4f5-8263-4052-aed5-0d09c3cb73ed,65853658.53658537
"TP. Thủ Đức - Quận 9, TP.HCM",22.547815129158746,"Đất dự án, Khu dân cư",100.0,0.0,0.0,1.0,Tây Bắc,unknown,Sổ đỏ,a607b845-266e-469e-9bdb-fe269d030719,62000000.0
"Phường An Lạc, Quận Bình Tân",22.08424239033842,Đất thổ cư,58.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,67cd00ef-8f1c-4677-8089-d7fd8a0d872b,67241379.31034483
"Phường Tây Thạnh, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",32.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,2360b73b-6103-425c-91bb-6bf86e0b4cdb,48437500.0
"Phường 13, Quận Tân Bình",22.98502893552437,"Nhà hẻm, ngõ",52.0,5.0,4.0,1.0,unknown,unknown,Sổ hồng,22299a43-3889-4071-972d-5f483151065e,184615384.6153846
"Phường Bình Trị Đông, Quận Bình Tân",21.406362682157905,"Nhà hẻm, ngõ",64.0,2.0,2.0,1.0,Tây,Tây,Sổ hồng,7688ade2-5074-4d26-a22a-da64454c57d3,30937500.0
"Phường 7, Quận Gò Vấp",22.920490414393743,"Nhà hẻm, ngõ",83.5,6.0,6.0,2.0,unknown,unknown,Sổ hồng,4fafc038-89f2-4fd4-bd95-5723c7c92024,107784431.13772455
"Xã Phú Xuân, Huyện Nhà Bè",22.045021677195397,"Nhà hẻm, ngõ",84.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,a72a214f-2b92-4e44-8257-4848b2009328,44642857.14285714
"Phường Tân Sơn Nhì, Quận Tân Phú",23.49585455924869,"Nhà hẻm, ngõ",120.0,3.0,3.0,1.0,Đông,unknown,Sổ hồng,ed7b117d-d417-4a98-aa21-2b36c4b7e41a,133333333.33333333
"Phường 24, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",22.0,2.0,3.0,1.0,unknown,unknown,Sổ hồng,18a975ab-532b-4485-889a-c53dc923a857,120454545.45454545
"Phường 12, Quận 10",23.608066549848985,"Nhà hẻm, ngõ",95.0,4.0,2.0,1.0,unknown,unknown,Sổ hồng,dae5a9e4-fee3-40f8-8364-03bb6c48b2db,188421052.63157895
"Phường Tân Thuận Tây, Quận 7",23.53266853236915,"Nhà hẻm, ngõ",130.0,24.0,25.0,6.0,unknown,unknown,Sổ hồng,9bf629f3-de8f-4dac-ab1b-1faaf1bbd571,127692307.69230771
"Phường 16, Quận Gò Vấp",23.585466717933024,Nhà mặt tiền,135.0,18.0,19.0,6.0,unknown,unknown,Sổ hồng,edc9e123-f085-481b-b445-60c32040ece9,129629629.62962963
"Phường 3, Quận Phú Nhuận",21.59873457471698,"Nhà hẻm, ngõ",60.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,0d88d54d-41d3-4e1f-8e72-694b41477669,40000000.0
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",21.815189137799294,"Nhà hẻm, ngõ",43.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,ab0ecda8-b92f-4563-b655-63417f761fea,69302325.58139534
"Phường 6, Quận Gò Vấp",22.802707378751247,"Nhà hẻm, ngõ",68.0,5.0,6.0,4.0,Tây Nam,Tây Nam,Sổ hồng,1800583f-d524-47fc-9963-ee7b19f828d9,117647058.8235294
"Phường Tân Quý, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",45.7,3.0,2.0,1.0,unknown,unknown,Sổ hồng,f21377d1-8621-404e-976c-6f839ac63c14,33916849.01531728
"Phường 14, Quận Tân Bình",21.770584831577846,"Nhà hẻm, ngõ",29.7,3.0,2.0,1.0,unknown,unknown,Sổ hồng,764e51a5-dbfd-4dcd-af0a-21aa3568f37d,95959595.95959596
"Phường 13, Quận Tân Bình",21.961640068279536,"Nhà hẻm, ngõ",53.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,f5a75bf8-5aab-4ed0-b3f3-65e9280e1c95,65094339.62264151
"Phường 7, Quận Tân Bình",24.411895259830143,Nhà mặt tiền,160.0,6.0,6.0,4.0,unknown,unknown,Sổ hồng,f0af49e3-a0b2-479a-8180-c75341769812,249937500.0
"Phường 10, Quận Gò Vấp",22.463732011962353,"Nhà hẻm, ngõ",64.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,681df658-b7c3-4f5e-9b31-729e959d8241,89062500.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.193441682276887,Nhà mặt tiền,40.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,260a3bfa-fe12-481b-9851-17f58c26f378,108750000.0
"Phường 14, Quận Tân Bình",22.27082834587519,Đất thổ cư,41.9,0.0,0.0,1.0,unknown,unknown,Sổ hồng,95c327fb-be1a-4a37-b060-6f7fe5bfd832,112171837.70883055
"Phường Tân Tạo, Quận Bình Tân",21.794849453569068,Đất thổ cư,51.2,0.0,0.0,1.0,unknown,unknown,Sổ hồng,ebd19e09-4a9f-414c-b774-a4f79d54a1f9,57031250.0
"Phường An Lạc, Quận Bình Tân",22.02345749928537,"Đất dự án, Khu dân cư",58.2,0.0,0.0,1.0,Nam,unknown,Sổ hồng,14e2f79b-0102-4674-9b38-42a64225fc7b,63058419.24398625
"Phường 12, Quận 10",23.641036569084743,"Nhà hẻm, ngõ",93.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c4300a39-66ef-4831-b13f-17e5ac788668,198924731.1827957
"Phường Thới An, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",46.5,4.0,3.0,2.0,unknown,unknown,Sổ đỏ,06b06bde-291b-4141-a20f-914ae1561018,53763440.86021505
"Phường 5, Quận Gò Vấp",22.515025306341133,Đất thổ cư,52.0,0.0,0.0,1.0,Đông Nam,unknown,Sổ hồng,d846a62f-b443-40b8-b053-a4f87c47316f,115384615.38461539
"Phường 7, Quận Phú Nhuận",21.365119723645122,"Nhà hẻm, ngõ",50.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,62b0f521-dba6-4c55-8aa6-24857c54047d,38000000.0
"Phường Phú Thọ Hòa, Quận Tân Phú",22.802707378751247,"Nhà hẻm, ngõ",80.5,3.0,2.0,2.0,unknown,unknown,Sổ hồng,6aaa7a8f-58bb-4035-943d-07750ff95758,99378881.98757765
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.146374171429983,"Nhà hẻm, ngõ",60.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,7476a2f9-77f3-4dfd-a130-e12e16153f97,69166666.66666667
"Xã Phong Phú, Huyện Bình Chánh",23.54464472341515,Nhà mặt tiền,160.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,80d9281e-8c4a-4151-b3a1-e0cf0ca911e8,105000000.0
"Phường Đa Kao, Quận 1",24.05547034715733,Nhà mặt tiền,90.5,1.0,1.0,1.0,unknown,unknown,Sổ hồng,840f2504-34a5-46bd-ad6e-6e1047a4454e,309392265.19337016
"Phường 15, Quận 8",23.12116110983569,"Nhà hẻm, ngõ",174.0,3.0,1.0,2.0,Tây Nam,Tây Nam,Sổ hồng,2ac12914-8b97-4cc0-aaaa-f9a8232a7e5c,63218390.8045977
"Phường 1, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",18.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,2c153601-0f18-4f21-bd30-2a9928d9da40,147222222.2222222
"Phường Tân Chánh Hiệp, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",40.0,4.0,3.0,2.0,Bắc,Bắc,Sổ hồng,caf2b4ab-e1f2-4300-aeed-42039baea2b5,62500000.0
"Phường Phạm Ngũ Lão, Quận 1",22.227343233944907,"Nhà hẻm, ngõ",48.0,3.0,4.0,1.0,unknown,unknown,Sổ hồng,c7b69025-d523-4c43-bfb8-b1e4e06670a6,93750000.0
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",23.28821519448487,Nhà mặt tiền,210.0,1.0,1.0,1.0,Đông Nam,Đông Nam,Sổ hồng,47921456-ed0a-4700-881f-d412e7dc35e2,61904761.9047619
"Phường 12, Quận Bình Thạnh",22.428013929366653,"Nhà hẻm, ngõ",40.0,3.0,2.0,4.0,unknown,unknown,Sổ hồng,86e36632-8041-4326-97a9-2919f6f892e0,137500000.0
"Thị Trấn Nhà Bè, Huyện Nhà Bè",22.15835036247383,"Nhà hẻm, ngõ",77.3,2.0,2.0,1.0,unknown,unknown,Sổ hồng,08fcdba1-e4d3-48a1-9ad8-7bb1aa373f1b,54333764.55368694
"Phường Phạm Ngũ Lão, Quận 1",22.096981416112605,"Nhà hẻm, ngõ",17.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,cef8df79-4764-46d7-bf3c-9dea8142abc4,232352941.17647058
"Xã Tân Thạnh Đông, Huyện Củ Chi",21.253894088596816,"Đất nông nghiệp, kho bãi",1.005,0.0,0.0,1.0,Đông Nam,unknown,Sổ hồng,2cf916ab-ddb0-4877-b349-39e047f59cb6,1691542288.557214
"Phường Tân Định, Quận 1",24.1244632186419,Nhà mặt tiền,99.5,5.0,5.0,5.0,Tây Bắc,Tây Bắc,Sổ hồng,b0086325-31e2-4f2d-a13a-0a82cac1450c,301507537.68844223
"Xã Phước Kiển, Huyện Nhà Bè",22.33270374958051,Đất thổ cư,127.0,0.0,0.0,1.0,Đông,unknown,Sổ hồng,5f87dde4-346e-430a-b887-da52ebcc4c87,39370078.74015748
"Phường 8, Quận 10",23.074641094205127,"Nhà hẻm, ngõ",50.0,5.0,3.0,1.0,unknown,unknown,Sổ hồng,f74eb502-e72e-4921-a2ca-ce6a0836281a,210000000.0
"Phường Bình Hưng Hòa A, Quận Bình Tân",22.23177783101179,"Nhà hẻm, ngõ",75.0,2.0,3.0,1.0,unknown,unknown,Sổ hồng,df4b9ab9-ba59-4511-9e71-d6e7d5f165a6,60266666.666666664
"Phường 2, Quận 4",22.193441682276887,"Nhà hẻm, ngõ",22.0,1.0,2.0,2.0,unknown,unknown,Sổ hồng,c6b53659-718b-4bb6-bab4-8bbd44ebab2a,197727272.72727272
"Phường 24, Quận Bình Thạnh",22.66917598614458,"Nhà hẻm, ngõ",42.0,3.0,2.0,2.0,Đông,Đông,Sổ hồng,1e2bd879-577c-44cf-a18a-092d4b496054,166666666.66666666
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",22.98502893552437,"Nhà hẻm, ngõ",150.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,e241126b-803e-4184-9987-40968f01ff98,64000000.0
"Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức",22.428013929366653,Đất thổ cư,122.0,0.0,0.0,1.0,Tây Bắc,unknown,Sổ hồng,a76df7b0-3e82-42a8-a703-d9489399b901,45081967.21311475
"Phường Tây Thạnh, Quận Tân Phú",21.161520768522728,"Nhà hẻm, ngõ",28.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,b2b43739-34d2-4764-83d4-08efd7bc7d38,55357142.85714286
"Phường Phú Thuận, Quận 7",24.278613898464396,Nhà mặt tiền,120.0,20.0,21.0,5.0,Tây,Tây,Sổ hồng,9332a8cb-7979-41e7-bd8c-fe2ac0af2526,291666666.6666667
"Phường An Phú, TP. Thủ Đức - Quận 2",22.98502893552437,"Đất dự án, Khu dân cư",80.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,5d2334f0-1fc4-43dd-b6d8-903f59ba89ce,120000000.0
"Phường 14, Quận 10",21.8384074278936,"Nhà hẻm, ngõ",17.0,3.0,2.0,1.0,unknown,Đông Bắc,Sổ hồng,6853fd42-fdb9-485a-ae1a-f9536ab53715,179411764.70588234
"Phường 6, Quận Gò Vấp",22.64751448936653,Nhà mặt tiền,80.0,2.0,1.0,1.0,Nam,unknown,Sổ hồng,28eed472-7955-461a-a87c-9a5737e16b64,85625000.0
"Phường 14, Quận Gò Vấp",22.717966150307213,"Nhà hẻm, ngõ",58.2,4.0,5.0,4.0,Tây,Đông,Sổ hồng,c13a21f7-b7b9-4b7b-968c-3b8dacfeb3b6,126288659.79381442
"Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức",22.515025306341133,Nhà mặt tiền,50.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,ab7c6257-3357-414c-933d-a6c836067156,120000000.0
"Phường 7, Quận Bình Thạnh",22.97455763565817,"Nhà hẻm, ngõ",52.0,6.0,7.0,1.0,Tây Bắc,Tây Bắc,Sổ hồng,0df56f94-58aa-40b6-884c-378b334d0c14,182692307.69230768
"Phường 9, Quận Tân Bình",23.074641094205127,"Nhà hẻm, ngõ",64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,18637323-b1e9-425c-a403-3aa814551f5b,164062500.0
"Phường Phú Thuận, Quận 7",22.59506801400185,Nhà mặt tiền,44.0,3.0,3.0,4.0,Nam,unknown,Sổ hồng,6810c593-717b-4045-a31b-e7529854bc06,147727272.72727272
"Phường Tân Thới Hiệp, Quận 12",22.400362398041242,"Nhà hẻm, ngõ",105.0,5.0,5.0,3.0,unknown,unknown,Sổ hồng,70aad3a9-4471-4786-8dee-3d904ba7fba0,50952380.952380955
"Phường 14, Quận Tân Bình",22.667746393335193,"Nhà hẻm, ngõ",52.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,debfce9f-c51a-4913-9122-c31c7fe74628,134423076.92307693
"Phường 11, Quận 5",22.802707378751247,"Nhà hẻm, ngõ",63.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,5ed3d45b-07d7-452f-9017-64d68c3fbd6f,126984126.98412699
"Quận 7, TP.HCM",23.942141661854613,Nhà mặt tiền,100.0,3.0,2.0,1.0,Nam,Nam,Sổ hồng,39d5d107-a7e6-4e88-9be2-f9fdfe40a6ec,250000000.0
"Phường 1, Quận 6",22.73816885762201,"Nhà hẻm, ngõ",57.0,6.0,4.0,5.0,unknown,unknown,Sổ hồng,96c5b9de-6a0b-4b2d-a6d1-b1df34295c61,131578947.36842105
"Phường 2, Quận Phú Nhuận",23.961944289150008,Nhà mặt tiền,129.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,980f9437-c5c4-4f04-8cfb-bd3baf2101af,197674418.60465115
"Phường 9, Quận 3",23.102811971169178,"Nhà hẻm, ngõ",42.5,3.0,2.0,1.0,Đông,Đông,Sổ hồng,7eb469e9-0c67-46d6-9a03-f9d028892d0f,254117647.05882353
"Xã Hiệp Phước, Huyện Nhà Bè",20.94640938906062,"Đất nông nghiệp, kho bãi",493.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,509a6904-d20b-437c-808a-ef235580fef3,2535496.957403651
"Phường 10, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",38.5,3.0,2.0,1.0,unknown,unknown,Sổ hồng,61788394-7a99-4cbb-8a36-b853e03fbf47,40259740.25974026
"Phường 9, Quận Phú Nhuận",21.70908263184231,"Nhà hẻm, ngõ",44.8,3.0,3.0,3.0,unknown,unknown,Sổ hồng,0f805141-5a24-4865-af36-0ac9ee9a5a45,59821428.571428575
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",24.18900173977739,Nhà mặt tiền,152.0,5.0,6.0,3.0,unknown,unknown,Sổ hồng,ef5e75cf-4a92-42bf-868d-591774b20ee1,210526315.78947368
"Phường 11, Quận Bình Thạnh",23.85876005291904,Nhà mặt tiền,115.0,6.0,6.0,1.0,unknown,unknown,Sổ hồng,d99f425d-9ad5-4a81-81c5-6252c08724a1,200000000.0
"Phường 6, Quận 5",23.901319667336022,Nhà mặt tiền,136.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,c5193b12-7b95-4c86-a3cd-fe8b55e4643e,176470588.2352941
"Phường 5, Quận Tân Bình",22.86333200056033,"Nhà hẻm, ngõ",98.4,5.0,4.0,3.0,Đông Bắc,unknown,Sổ hồng,86cd6b2d-275f-4c03-a63a-865a48a66eef,86382113.8211382
"Phường 13, Quận Tân Bình",23.66242775906492,Nhà mặt tiền,240.0,4.0,3.0,2.0,unknown,unknown,Sổ hồng,0bfd6a8d-43dd-4699-87f4-9fa55ac1ac67,78750000.0
"Phường Bình Hưng Hòa B, Quận Bình Tân",21.22404112546496,Đất thổ cư,64.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,a5ed2cca-ccf7-45d1-a06f-23efe43fd095,25781250.0
"Phường Thạnh Lộc, Quận 12",23.165612872402573,Nhà mặt tiền,507.0,5.0,6.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,095fcf5f-7ec9-42b5-b70d-7cf64d701cd3,22682445.759368837
"Phường 14, Quận 5",21.678777282358464,"Nhà hẻm, ngõ",83.0,5.0,2.0,1.0,unknown,unknown,Sổ hồng,e2977c7c-6952-4ddd-8cfd-5a7016687a31,31325301.204819277
"Xã Hiệp Phước, Huyện Nhà Bè",21.365119723645122,"Đất nông nghiệp, kho bãi",1.347,0.0,0.0,1.0,unknown,unknown,Sổ hồng,cca2caeb-38d2-455f-a06a-3a2f2f63a30a,1410541945.0631032
"Phường Bến Thành, Quận 1",24.29279853345595,Nhà mặt tiền,67.0,3.0,2.0,5.0,unknown,unknown,Sổ hồng,2b400ca3-134c-433a-9449-170f5ec9f934,529850746.26865673
"Phường 12, Quận 10",23.79131877212654,"Nhà hẻm, ngõ",90.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,1fb583d6-7dfd-431b-b85b-07d456328b2b,238888888.8888889
"Phường 13, Quận Tân Bình",23.61363759489813,"Nhà hẻm, ngõ",110.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,3d2f346e-44cb-4420-8a5d-bcf57fea0323,163636363.63636363
"Phường Bình Hưng Hòa, Quận Bình Tân",21.690249683516313,"Nhà hẻm, ngõ",35.0,4.0,3.0,2.0,unknown,unknown,Sổ hồng,24c2901e-1802-488c-8fa4-b90b0e003ff7,75142857.14285715
"Phường Phạm Ngũ Lão, Quận 1",23.61363759489813,"Nhà hẻm, ngõ",48.8,6.0,6.0,4.0,Đông Bắc,Đông,Sổ hồng,3a9e6626-8ce9-448f-8223-dac807bde126,368852459.0163935
"Phường An Lạc A, Quận Bình Tân",22.547815129158746,"Nhà hẻm, ngõ",40.0,3.0,2.0,1.0,unknown,unknown,Giấy tờ hợp lệ,65dd2370-d068-42f4-825a-e9ad01f9251c,155000000.0
"Phường 7, Quận Gò Vấp",23.32595552246487,Nhà mặt tiền,100.0,4.0,4.0,3.0,unknown,unknown,Sổ hồng,e2e585c1-6efa-4440-be40-91c129660ab5,135000000.0
"Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức",22.045021677195397,"Nhà hẻm, ngõ",74.0,2.0,1.0,2.0,unknown,unknown,Sổ hồng,2db4b01a-e842-4ea2-b3f2-22081a8ee120,50675675.675675675
"Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức",22.081674994833836,Nhà mặt tiền,60.0,4.0,4.0,4.0,Đông Bắc,unknown,Sổ hồng,6dd0082f-fd39-4113-b0a5-7a040474ab3d,64833333.333333336
"Phường An Phú Đông, Quận 12",21.917188305721876,Đất thổ cư,84.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,c084dbcc-222c-4b89-88e0-c9e3d3595f22,39285714.28571428
"Phường Bình Trị Đông, Quận Bình Tân",22.625373363492585,Nhà mặt tiền,80.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,bf1a1c60-0823-4931-8d43-42432359a478,83750000.0
"Phường 24, Quận Bình Thạnh",22.77738957077016,"Nhà hẻm, ngõ",70.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,f7fcee44-8399-4e12-ab6c-bbc4d3abb862,111428571.42857143
"Phường 12, Quận 10",23.32595552246487,"Nhà hẻm, ngõ",89.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,91b3592d-f97b-4c65-942b-b9fd4bdb31db,151685393.25842696
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức",21.411400476185324,"Nhà hẻm, ngõ",60.0,3.0,3.0,1.0,unknown,unknown,Sổ hồng,1d31a3b2-65ef-4343-b43b-ac3f724e4a42,33166666.666666668
"Phường Tân Quy, Quận 7",24.219773398443195,Nhà mặt tiền,100.0,6.0,6.0,4.0,Đông Bắc,Đông,Sổ hồng,101da74d-e9d1-4e54-a1d1-52b156483a8e,330000000.0
"Phường Tân Phú, TP. Thủ Đức - Quận 9",23.397414486441907,Nhà mặt tiền,220.7,3.0,2.0,1.0,Đông Bắc,unknown,Sổ đỏ,da6c32e9-87af-4276-b390-0d4e215bce14,65700045.31037608
"Xã Hiệp Phước, Huyện Nhà Bè",20.94640938906062,"Đất nông nghiệp, kho bãi",1.0,0.0,0.0,1.0,unknown,unknown,Sổ hồng,4d4a562d-3651-41c4-89f9-a65cc94656a0,1250000000.0
"Phường 3, Quận Tân Bình",21.161520768522728,"Nhà hẻm, ngõ",35.0,2.0,2.0,1.0,unknown,unknown,Sổ hồng,2f4c6046-1f90-44d1-8cc7-80a0e66ee375,44285714.28571428
"Phường 4, Quận 8",21.22404112546496,"Nhà hẻm, ngõ",33.8,2.0,2.0,1.0,unknown,unknown,Sổ đỏ,9033d683-040c-4649-952e-c7e604aa4e4e,48816568.04733728
"Phường 13, Quận Bình Thạnh",22.909317113796863,"Nhà hẻm, ngõ",64.0,4.0,4.0,4.0,unknown,unknown,Sổ hồng,ed4ae40e-3cd1-4f89-8542-0a4955f28ff7,139062500.0
"Phường 12, Quận Bình Thạnh",21.639556569220566,"Nhà hẻm, ngõ",38.5,2.0,2.0,1.0,unknown,unknown,Sổ hồng,e92e0bad-cc85-4853-bc37-80f2376ec2cb,64935064.935064934
"Phường 11, Quận 5",23.85876005291904,Nhà mặt tiền,73.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,9f46e1f9-506d-406e-85d0-303c04682685,315068493.15068495
"Phường 11, Quận Bình Thạnh",22.29188175506859,"Nhà hẻm, ngõ",30.0,2.0,2.0,2.0,Đông Nam,unknown,Sổ hồng,92a17d82-fab8-4cf1-ac1a-18663b69de39,160000000.0
"Phường 5, Quận Bình Thạnh",23.208172486817745,"Nhà hẻm, ngõ",127.0,6.0,5.0,1.0,unknown,unknown,Sổ hồng,f26778f8-8fb2-4603-8c3c-50e7f39d3401,94488188.97637795
"Phường 14, Quận Gò Vấp",22.662007496666998,"Nhà hẻm, ngõ",90.0,13.0,13.0,3.0,unknown,unknown,Sổ hồng,99e7567b-4ca2-4ece-8f90-d5a0c5a24f7c,77222222.22222222
"Phường 1, Quận Bình Thạnh",21.6978254773219,"Nhà hẻm, ngõ",53.7,2.0,2.0,1.0,unknown,unknown,Sổ hồng,38bfeaf4-4a86-48a3-bcd1-23ddaa4f81b9,49348230.91247672
"Phường 15, Quận 10",23.767788274717454,Nhà mặt tiền,89.0,3.0,2.0,2.0,unknown,unknown,Sổ hồng,8f2ffaed-d039-4828-a984-3686dfd70fa3,235955056.17977527
"Phường 3, Quận Bình Thạnh",21.411400476185324,"Nhà hẻm, ngõ",15.0,2.0,2.0,2.0,Đông Nam,Đông Nam,Giấy tờ khác,1369d502-5afb-4bc5-86f1-2f98d49f47ef,132666666.66666667
"Phường Tân Phong, Quận 7",23.093509578507728,Nhà mặt tiền,65.0,3.0,2.0,2.0,Tây,Tây,Sổ hồng,5be87a52-1e10-4c15-bb6b-6e20201657d6,164615384.6153846
"Phường Thạnh Lộc, Quận 12",21.639556569220566,"Nhà hẻm, ngõ",61.3,3.0,1.0,1.0,unknown,unknown,Sổ hồng,12a6775b-e3a8-4afc-b3dc-9530a82dcc29,40783034.257748775
"Phường 7 (Phường Võ Thị Sáu), Quận 3",24.306784775430298,"Nhà hẻm, ngõ",170.0,4.0,5.0,3.0,unknown,unknown,Sổ hồng,51fc788d-336f-4395-a0c8-4134dfdae12f,211764705.88235295
"Xã Phước Hiệp, Huyện Củ Chi",21.282881625453264,"Đất nông nghiệp, kho bãi",1.155,0.0,0.0,1.0,unknown,unknown,Sổ hồng,1800bee9-9a82-4347-989b-67521f911cbc,1515151515.151515
"Phường 11, Quận 5",22.79012859654597,Nhà mặt tiền,76.8,3.0,2.0,1.0,unknown,unknown,Sổ hồng,45ae27f6-3fb1-467b-961c-55560b0ce251,102864583.33333334
"Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức",23.311029872249307,Nhà mặt tiền,90.0,4.0,3.0,1.0,unknown,unknown,Sổ hồng,86711bae-2035-4076-a0fe-6c1d09044058,147777777.7777778
"Phường Thạnh Xuân, Quận 12",21.305481457357732,"Nhà hẻm, ngõ",80.0,3.0,3.0,2.0,unknown,unknown,Sổ hồng,5dbfe75a-d6a9-4061-977a-e0de5a82702e,22375000.0
"Phường 11, Quận Bình Thạnh",22.29188175506859,"Nhà hẻm, ngõ",46.0,2.0,2.0,2.0,unknown,unknown,Sổ hồng,983cd61b-0a34-44e1-aef3-ab7ef85609cc,104347826.08695652
"Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức",21.57768116552801,"Nhà hẻm, ngõ",30.0,1.0,2.0,1.0,unknown,unknown,Sổ hồng,0ec300de-f985-4ca7-9f3c-76eb294e56ee,78333333.33333333
"Phường 2, Quận Phú Nhuận",23.71398556872711,Nhà mặt tiền,64.0,3.0,2.0,1.0,unknown,unknown,Sổ hồng,a74f4ed0-6e21-466b-a2a1-cf9a6fee3f51,310937500.0
"Phường Tây Thạnh, Quận Tân Phú",22.515025306341133,"Nhà hẻm, ngõ",75.6,3.0,3.0,2.0,unknown,unknown,Sổ hồng,2a1300a1-50b9-40be-9f49-411620dd1ea0,79365079.36507937
"Phường 15, Quận Tân Bình",21.556174960316298,"Nhà hẻm, ngõ",58.5,3.0,4.0,3.0,unknown,unknown,Sổ hồng,59c41854-e1e0-41c0-a7f9-79be52f65916,39316239.31623932
"Phường Tân Quy, Quận 7",23.981362375006356,Nhà mặt tiền,146.0,8.0,8.0,1.0,Nam,Nam,Sổ hồng,debca014-61ec-43f0-a55e-2018f8792547,178082191.78082192
"Phường 3, Quận 5",24.730599022197065,Nhà mặt tiền,105.0,9.0,7.0,1.0,unknown,unknown,Sổ hồng,f10eeee1-da74-4de5-9eeb-2bb2d4270a80,523809523.8095238
"Phường Thạnh Xuân, Quận 12",21.976028805727495,"Nhà hẻm, ngõ",72.5,3.0,3.0,2.0,Đông Nam,unknown,Sổ hồng,e5e779e6-c8c2-410a-bc41-8f84c3f92602,48275862.06896552
"Phường 22, Quận Bình Thạnh",23.46410586093613,"Nhà hẻm, ngõ",114.0,4.0,5.0,3.0,unknown,unknown,Sổ hồng,5f52c94a-5f5a-4565-92f5-a00a4c405cda,135964912.28070176
"Phường 15, Quận 10",23.362323166633097,"Nhà hẻm, ngõ",64.0,9.0,8.0,5.0,unknown,unknown,Sổ hồng,1288150a-3c2c-4afc-94e5-7f7d1e93d0cd,218750000.0
"Phường Bến Thành, Quận 1",23.85876005291904,Nhà mặt tiền,100.0,6.0,2.0,5.0,unknown,unknown,Sổ hồng,18b1de5b-6ea9-4511-b9f9-d98d68e2a7a7,230000000.0
